5.868000164628028870e-02,2.872099876403808594e-01,1.427100002765655518e-01
5.900000035762786865e-02,2.879300117492675781e-01,1.436299979686737061e-01
5.902799963951110840e-02,2.890399992465972900e-01,1.437499970197677612e-01
5.964199826121330261e-02,2.899000048637390137e-01,1.442900002002716064e-01
5.938300117850303650e-02,2.910900115966796875e-01,1.445800065994262695e-01
6.025199964642524719e-02,2.917500138282775879e-01,1.448999941349029541e-01
6.005400046706199646e-02,2.927399873733520508e-01,1.455599963665008545e-01
6.046300008893013000e-02,2.937900125980377197e-01,1.458400040864944458e-01
6.025199964642524719e-02,2.950899899005889893e-01,1.460199952125549316e-01
6.050600111484527588e-02,2.964299917221069336e-01,1.460500061511993408e-01
6.092499941587448120e-02,2.970199882984161377e-01,1.472399979829788208e-01
6.115199998021125793e-02,2.981899976730346680e-01,1.480599939823150635e-01
6.122599914669990540e-02,2.995400130748748779e-01,1.486500054597854614e-01
6.133100017905235291e-02,3.009800016880035400e-01,1.492999941110610962e-01
6.158500164747238159e-02,3.024199903011322021e-01,1.501799970865249634e-01
6.186100095510482788e-02,3.042399883270263672e-01,1.509300023317337036e-01
6.196799874305725098e-02,3.062100112438201904e-01,1.516499966382980347e-01
6.225100159645080566e-02,3.079299926757812500e-01,1.526100039482116699e-01
6.245800107717514038e-02,3.095499873161315918e-01,1.538800001144409180e-01
6.293600052595138550e-02,3.109700083732604980e-01,1.549299955368041992e-01
6.305500119924545288e-02,3.126499950885772705e-01,1.558700054883956909e-01
6.295599788427352905e-02,3.145900070667266846e-01,1.567600071430206299e-01
6.362300366163253784e-02,3.157700002193450928e-01,1.583099961280822754e-01
6.327199935913085938e-02,3.180100023746490479e-01,1.586900055408477783e-01
6.396199762821197510e-02,3.193700015544891357e-01,1.597499996423721313e-01
6.456899642944335938e-02,3.211799860000610352e-01,1.606999933719635010e-01
6.460600346326828003e-02,3.229199945926666260e-01,1.615500003099441528e-01
6.468799710273742676e-02,3.246400058269500732e-01,1.625500023365020752e-01
6.537900120019912720e-02,3.264499902725219727e-01,1.635700017213821411e-01
6.548999994993209839e-02,3.280200064182281494e-01,1.645099967718124390e-01
6.578899919986724854e-02,3.297199904918670654e-01,1.654099971055984497e-01
6.622400134801864624e-02,3.315899968147277832e-01,1.663500070571899414e-01
6.641200184822082520e-02,3.334000110626220703e-01,1.671999990940093994e-01
6.720499694347381592e-02,3.351700007915496826e-01,1.682399958372116089e-01
6.769800186157226562e-02,3.370499908924102783e-01,1.694999933242797852e-01
6.818000227212905884e-02,3.390899896621704102e-01,1.699800044298171997e-01
6.832800060510635376e-02,3.407300114631652832e-01,1.711000055074691772e-01
6.840699911117553711e-02,3.429999947547912598e-01,1.718499958515167236e-01
6.866899877786636353e-02,3.448500037193298340e-01,1.723600029945373535e-01
6.887099891901016235e-02,3.467999994754791260e-01,1.730400025844573975e-01
6.952899694442749023e-02,3.481999933719635010e-01,1.747899949550628662e-01
6.988199800252914429e-02,3.502700030803680420e-01,1.750800013542175293e-01
7.056400179862976074e-02,3.519200086593627930e-01,1.760199964046478271e-01
7.020899653434753418e-02,3.541299998760223389e-01,1.765699982643127441e-01
7.078500092029571533e-02,3.558999896049499512e-01,1.774200052022933960e-01
7.097800076007843018e-02,3.579699993133544922e-01,1.775099933147430420e-01
7.160499691963195801e-02,3.589800000190734863e-01,1.794500052928924561e-01
7.218699902296066284e-02,3.611299991607666016e-01,1.794700026512145996e-01
7.198099792003631592e-02,3.630099892616271973e-01,1.804500073194503784e-01
7.210099697113037109e-02,3.646200001239776611e-01,1.812299937009811401e-01
7.257699966430664062e-02,3.664300143718719482e-01,1.818400025367736816e-01
7.242000102996826172e-02,3.681699931621551514e-01,1.827899962663650513e-01
7.215099781751632690e-02,3.707999885082244873e-01,1.826499998569488525e-01
7.212699949741363525e-02,3.721300065517425537e-01,1.841800063848495483e-01
7.259999960660934448e-02,3.737800121307373047e-01,1.855199933052062988e-01
7.248599827289581299e-02,3.760800063610076904e-01,1.852699965238571167e-01
7.254900038242340088e-02,3.777300119400024414e-01,1.865700036287307739e-01
7.262700051069259644e-02,3.793100118637084961e-01,1.873199939727783203e-01
7.260599732398986816e-02,3.811500072479248047e-01,1.880100071430206299e-01
7.284399867057800293e-02,3.833200037479400635e-01,1.885399967432022095e-01
7.304900139570236206e-02,3.846000134944915771e-01,1.895200014114379883e-01
7.346499711275100708e-02,3.864299952983856201e-01,1.899099946022033691e-01
7.298500090837478638e-02,3.885099887847900391e-01,1.902599930763244629e-01
7.329899817705154419e-02,3.901799917221069336e-01,1.912299990653991699e-01
7.291900366544723511e-02,3.919700086116790771e-01,1.917700022459030151e-01
7.337599992752075195e-02,3.930099904537200928e-01,1.934899985790252686e-01
7.319699972867965698e-02,3.954299986362457275e-01,1.927399933338165283e-01
7.353399693965911865e-02,3.967899978160858154e-01,1.938299983739852905e-01
7.416900247335433960e-02,3.983600139617919922e-01,1.945499926805496216e-01
7.482200115919113159e-02,3.996300101280212402e-01,1.953299939632415771e-01
7.490400224924087524e-02,4.012500047683715820e-01,1.959300041198730469e-01
7.531300187110900879e-02,4.027900099754333496e-01,1.966499984264373779e-01
7.566200196743011475e-02,4.043500125408172607e-01,1.972299963235855103e-01
7.576700299978256226e-02,4.058099985122680664e-01,1.980199962854385376e-01
7.603599876165390015e-02,4.074000120162963867e-01,1.985899955034255981e-01
7.592500001192092896e-02,4.091399908065795898e-01,1.991100013256072998e-01
7.681100070476531982e-02,4.105899930000305176e-01,1.998199969530105591e-01
7.641699910163879395e-02,4.125599861145019531e-01,2.002499997615814209e-01
7.699099928140640259e-02,4.138000011444091797e-01,2.009799927473068237e-01
7.681000232696533203e-02,4.154999852180480957e-01,2.018799930810928345e-01
7.728700339794158936e-02,4.171699881553649902e-01,2.022799998521804810e-01
7.750400155782699585e-02,4.182699918746948242e-01,2.037200033664703369e-01
7.699000090360641479e-02,4.204300045967102051e-01,2.034700065851211548e-01
7.707100361585617065e-02,4.215700030326843262e-01,2.046100050210952759e-01
7.734499871730804443e-02,4.240100085735321045e-01,2.037599980831146240e-01
7.766900211572647095e-02,4.248400032520294189e-01,2.052399963140487671e-01
7.809600234031677246e-02,4.264000058174133301e-01,2.055000066757202148e-01
7.804699987173080444e-02,4.278599917888641357e-01,2.063100039958953857e-01
7.843200117349624634e-02,4.291599988937377930e-01,2.073000073432922363e-01
7.881700247526168823e-02,4.308100044727325439e-01,2.075300067663192749e-01
7.902400195598602295e-02,4.323500096797943115e-01,2.081799954175949097e-01
7.968699932098388672e-02,4.340400099754333496e-01,2.088000029325485229e-01
8.037699759006500244e-02,4.356400072574615479e-01,2.094099968671798706e-01
8.068200200796127319e-02,4.375500082969665527e-01,2.100200057029724121e-01
8.103899657726287842e-02,4.394899904727935791e-01,2.103900015354156494e-01
8.129800111055374146e-02,4.411000013351440430e-01,2.112500071525573730e-01
8.156300336122512817e-02,4.427599906921386719e-01,2.123599946498870850e-01
8.194500207901000977e-02,4.445999860763549805e-01,2.127300053834915161e-01
8.279299736022949219e-02,4.461799860000610352e-01,2.132599949836730957e-01
8.314800262451171875e-02,4.477399885654449463e-01,2.137999981641769409e-01
8.345200121402740479e-02,4.501799941062927246e-01,2.132800072431564331e-01
8.420500159263610840e-02,4.510500133037567139e-01,2.149699926376342773e-01
8.423999696969985962e-02,4.528799951076507568e-01,2.150799930095672607e-01
8.471100032329559326e-02,4.542900025844573975e-01,2.161500006914138794e-01
8.432400226593017578e-02,4.563899934291839600e-01,2.160400003194808960e-01
8.431500196456909180e-02,4.575499892234802246e-01,2.176200002431869507e-01
8.504799753427505493e-02,4.595899879932403564e-01,2.171500027179718018e-01
8.496499806642532349e-02,4.615100026130676270e-01,2.177399992942810059e-01
8.477000147104263306e-02,4.630700051784515381e-01,2.188999950885772705e-01
8.510199934244155884e-02,4.641000032424926758e-01,2.206099927425384521e-01
8.545599877834320068e-02,4.659000039100646973e-01,2.208800017833709717e-01
8.565600216388702393e-02,4.674600064754486084e-01,2.216199934482574463e-01
8.451899886131286621e-02,4.690699875354766846e-01,2.223300039768218994e-01
8.487900346517562866e-02,4.703800082206726074e-01,2.238599956035614014e-01
8.491899818181991577e-02,4.718300104141235352e-01,2.247499972581863403e-01
8.505500108003616333e-02,4.736900031566619873e-01,2.244700044393539429e-01
8.438800275325775146e-02,4.759500026702880859e-01,2.243299931287765503e-01
8.489099889993667603e-02,4.771299958229064941e-01,2.261999994516372681e-01
8.513200283050537109e-02,4.784600138664245605e-01,2.267300039529800415e-01
8.472699671983718872e-02,4.806599915027618408e-01,2.261999994516372681e-01
8.537299931049346924e-02,4.818100035190582275e-01,2.283699959516525269e-01
8.511800318956375122e-02,4.837400019168853760e-01,2.286099940538406372e-01
8.550900220870971680e-02,4.852800071239471436e-01,2.301100045442581177e-01
8.605399727821350098e-02,4.864200055599212646e-01,2.311899960041046143e-01
8.630400151014328003e-02,4.882900118827819824e-01,2.314600050449371338e-01
8.607199788093566895e-02,4.899699985980987549e-01,2.320600003004074097e-01
8.554500341415405273e-02,4.918099939823150635e-01,2.327399998903274536e-01
8.643800020217895508e-02,4.933399856090545654e-01,2.337100058794021606e-01
8.637399971485137939e-02,4.950700104236602783e-01,2.340500056743621826e-01
8.699700236320495605e-02,4.963800013065338135e-01,2.353300005197525024e-01
8.693599700927734375e-02,4.979600012302398682e-01,2.361200004816055298e-01
8.670700341463088989e-02,4.998500049114227295e-01,2.365099936723709106e-01
8.717600256204605103e-02,5.019000172615051270e-01,2.367099970579147339e-01
8.668799698352813721e-02,5.041099786758422852e-01,2.364400029182434082e-01
8.715800195932388306e-02,5.051100254058837891e-01,2.386900037527084351e-01
8.753299713134765625e-02,5.069500207901000977e-01,2.390100061893463135e-01
8.731800317764282227e-02,5.094599723815917969e-01,2.390300035476684570e-01
8.726400136947631836e-02,5.111500024795532227e-01,2.395299971103668213e-01
8.790700137615203857e-02,5.122799873352050781e-01,2.414299994707107544e-01
8.773600310087203979e-02,5.142800211906433105e-01,2.416500002145767212e-01
8.761399984359741211e-02,5.160300135612487793e-01,2.426799982786178589e-01
8.784300088882446289e-02,5.177000164985656738e-01,2.431299984455108643e-01
8.755200356245040894e-02,5.190899968147277832e-01,2.439499944448471069e-01
8.699700236320495605e-02,5.211099982261657715e-01,2.448499947786331177e-01
8.859000355005264282e-02,5.222499966621398926e-01,2.451400011777877808e-01
8.862999826669692993e-02,5.239499807357788086e-01,2.457599937915802002e-01
8.868099749088287354e-02,5.256699919700622559e-01,2.460500001907348633e-01
8.917199820280075073e-02,5.264199972152709961e-01,2.472900003194808960e-01
8.850999921560287476e-02,5.281500220298767090e-01,2.471899986267089844e-01
8.676400035619735718e-02,5.300700068473815918e-01,2.467799931764602661e-01
8.722999691963195801e-02,5.308099985122680664e-01,2.483700066804885864e-01
8.635400235652923584e-02,5.324400067329406738e-01,2.483499944210052490e-01
8.633200079202651978e-02,5.336300134658813477e-01,2.490299940109252930e-01
8.646100014448165894e-02,5.344700217247009277e-01,2.499299943447113037e-01
8.727700263261795044e-02,5.354200005531311035e-01,2.501499950885772705e-01
8.602800220251083374e-02,5.373299717903137207e-01,2.495899945497512817e-01
8.704899996519088745e-02,5.380300283432006836e-01,2.507700026035308838e-01
8.752299845218658447e-02,5.388100147247314453e-01,2.520000040531158447e-01
8.804699778556823730e-02,5.402200222015380859e-01,2.518900036811828613e-01
8.792799711227416992e-02,5.413399934768676758e-01,2.522400021553039551e-01
8.871900290250778198e-02,5.416100025177001953e-01,2.537600100040435791e-01
8.789300173521041870e-02,5.434499979019165039e-01,2.530499994754791260e-01
8.846099674701690674e-02,5.440300107002258301e-01,2.546499967575073242e-01
8.925700187683105469e-02,5.450299978256225586e-01,2.550700008869171143e-01
8.917599916458129883e-02,5.467900037765502930e-01,2.546899914741516113e-01
8.986800163984298706e-02,5.473899841308593750e-01,2.556700110435485840e-01
